"491","3179259","Thurapy","1072.66358","17","10","58.82353","1"
"492","3186670","awaffleswag","1000.00000","1","0","0.00000","1"
"493","3186551","Artivulet","1044.33047","12","6","50.00000","1"
"494","2042946","Tumb","1000.00000","4","0","0.00000","1"
"495","3180343","FeBruh","1027.92937","11","4","36.36364","1"
"496","3187086","Faded","1000.00000","1","0","0.00000","1"
"497","1930502","Squcisse","1000.00000","4","1","25.00000","1"
"498","2771924","AzorKs","1000.00000","1","0","0.00000","1"
"499","1909504","ClawNeedleKnife","1004.97286","31","13","41.93548","1"
"500","3185350","Skeledoot?","1000.00000","3","0","0.00000","1"
"501","3177691","Carter","1000.00000","1","0","0.00000","1"
"502","3180226","Gubknak","1152.77533","144","82","56.94444","1"
"503","3186572","clown","1000.00000","30","14","46.66667","1"
"504","2003648","Clipart","1000.00000","1","0","0.00000","1"
"505","3179238","Vieira","1015.09891","7","3","42.85714","1"
"506","3187070","Yokai","1000.00000","1","0","0.00000","1"
"507","3185942","Spyco psycho#8198","1000.00000","1","0","0.00000","1"
"508","3186724","eRad","1000.00000","1","0","0.00000","1"
"509","3186160","Drifter","1000.00000","13","3","23.07692","1"
"510","3187080","Vent Goblin","1000.00000","2","0","0.00000","1"
"517","2533992","Angler","1004.32547","3","1","33.33333","1"
"518","2805346","DeltaDragon","1001.23466","3","1","33.33333","1"
"519","3187467","Redimane","1009.74643","3","1","33.33333","1"
"520","3187391","sato0ushi","1009.71079","7","3","42.85714","1"
"521","3184427","OtakuSim13","1000.00000","2","0","0.00000","1"
"522","3187001","Kintac","1000.00000","6","0","0.00000","1"
"523","3187487","Kailater","1000.00000","1","0","0.00000","1"
"532","3083333","jade ^.^","1423.32029","141","100","70.92199","1"
"533","3170556","Awesome#6122","1000.00000","4","0","0.00000","1"
"534","3163343","BananaBear","1000.00000","2","0","0.00000","1"
"535","3172565","Goober","1000.00000","6","0","0.00000","1"
"536","3180410","Awesome","1000.00000","17","1","5.88235","1"
"539","3183976","AGgenri","1085.43704","30","16","53.33333","1"
"540","2348907","Skell","1125.89286","56","30","53.57143","1"
"541","3183165","Videofreak","1002.59468","7","3","42.85714","1"
"542","3187384","Taskrabbits","1000.00000","4","1","25.00000","1"
"543","3181741","LaPepega","1000.00000","3","1","33.33333","1"
"544","3188637","Cruntling","1000.00000","1","0","0.00000","1"
"545","699910","wuffie","1000.00000","3","1","33.33333","1"
"546","3183157","BruhMonkey","1000.00000","2","0","0.00000","1"
"554","3186133","AFilthyCasual","1000.00000","1","0","0.00000","1"
"555","3170249","Usefuln't","1013.00019","3","1","33.33333","1"
"556","3191567","Gaum","1000.00000","2","0","0.00000","1"
"557","3192128","Randome","1000.00000","4","0","0.00000","1"
"558","3191937","Sheleil","1005.80479","3","1","33.33333","1"
"559","3191144","Woozy","1002.83501","4","1","25.00000","1"
"560","3137912","Al_Chimera","1000.00000","15","4","26.66667","1"
"561","3189656","Phimmy","1000.00000","1","0","0.00000","1"
"562","3192118","KiD","1000.00000","1","0","0.00000","1"
"563","2789625","Justvoun","1000.00000","8","1","12.50000","1"
"569","2078699","Sable","1066.75407","27","15","55.55556","1"
"570","3191017","Ben_AVV","1114.72619","105","56","53.33333","1"
"571","1919250","yuxkka_","1012.88134","3","1","33.33333","1"
"572","1142381","Neccc","1015.60204","2","1","50.00000","1"
"573","3186832","Popckow","1000.00000","3","0","0.00000","1"
"574","3192657","Soliss","1000.00000","1","0","0.00000","1"
"575","1799801","Glitch85","1000.00000","1","0","0.00000","1"
"576","3190856","SodiumFluoride","1033.29812","114","61","53.50877","1"
"577","3193221","Scoffingbore97","1000.00000","1","0","0.00000","1"
"578","3191837","TheBermanGrit","1014.68013","2","1","50.00000","1"
"579","2316243","mattv2","1000.00000","1","0","0.00000","1"
"580","2333451","Snerdels","1000.00000","1","0","0.00000","1"
"581","3193055","pettyshinobi","1000.00000","1","0","0.00000","1"
"582","3192104","Eiburi","1001.31244","3","1","33.33333","1"
"583","3190798","StickV","1000.00000","3","1","33.33333","1"
"584","3192329","NinoLikesCookies","1000.00000","1","0","0.00000","1"
"585","3191984","jagwad","1000.00000","1","0","0.00000","1"
"586","3192654","Loom >:3","1000.00000","1","0","0.00000","1"
"587","3190841","SloughyToast","1000.00000","1","0","0.00000","1"
"588","3190956","shugarry","1000.00000","3","0","0.00000","1"
"589","3191871","Wtr","1000.00000","1","0","0.00000","1"
"600","3170713","era2point0","1141.91621","25","17","68.00000","1"
"601","3177794","Im2Xtreme","1052.60100","6","4","66.66667","1"
"602","3190071","DaBoiWooper","1012.57250","3","1","33.33333","1"
"603","2870440","Brxken","1000.00000","2","0","0.00000","1"
"604","3185578","DyngZ","1011.93317","3","1","33.33333","1"
"605","3194009","AlexKwa","1000.00000","6","0","0.00000","1"
"607","3198027","Toriathan","1033.53858","5","3","60.00000","1"
"608","63995","404Cray","1009.10684","3","1","33.33333","1"
"609","3197925","Novak","1000.00000","2","0","0.00000","1"
"610","1237975","Flow","1007.01044","6","2","33.33333","1"
"611","1934262","NC10","1000.00000","2","0","0.00000","1"
"614","3162147","ParadoxPrism","1000.00000","1","0","0.00000","1"
"615","3200268","Panda?","1000.00000","2","0","0.00000","1"
"616","3201049","Leaderkilla","1000.00000","2","0","0.00000","1"
"621","3143777","CaptainTechnicality","1241.47235","39","27","69.23077","1"
"622","3199877","SlinkChicken077","1025.42442","15","7","46.66667","1"
"623","3202425","bigbrein","1013.44771","2","1","50.00000","1"
"624","3201737","SpinyKingCrab","1000.00000","1","0","0.00000","1"
"625","1692905","Ozone","1000.00000","1","0","0.00000","1"
"626","1499380","DillonDaGoblin","1022.99064","4","2","50.00000","1"
"627","550678","Spikefire","1012.22943","2","1","50.00000","1"
"628","3195599","Lagmar","1000.00000","1","0","0.00000","1"
"629","3198105","SADIE","1000.00000","1","0","0.00000","1"
"630","1456943","Ninja blitz","1000.00000","1","0","0.00000","1"
"631","3202127","ELEGY_990","1018.74957","2","1","50.00000","1"
"632","3197968","Macbeth","1000.00000","1","0","0.00000","1"
"633","3201903","Neo","1000.00000","1","0","0.00000","1"
"634","3196745","kivi","1021.24177","28","11","39.28571","1"
"635","3197966","Mommy's Boy","1000.00000","3","0","0.00000","1"
"636","3195624","Emeraldym","1000.00000","4","0","0.00000","1"
"637","3200800","Cloud","1000.00000","1","0","0.00000","1"
"638","3193403","MilkManMatthew","1000.00000","1","0","0.00000","1"
"639","3196242","Loogy","1000.00000","1","0","0.00000","1"
